ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000402,2025-12-13 16:52:43,2025-12-13 17:13:43,2025-12-13 20:47:18,Сетевое оборудование,Выдача и установка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Высокий,"Новикова Регина Вячеславовна","Попова Е.С.","Романов А.И.",Закрыт
ITHD_2000049,2026-01-10 15:19:34,2026-01-10 15:28:34,2026-01-11 01:11:03,Компьютеры и периферия,Инцидент,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Средний,"Иванов Алексей Николаевич","Орлова Д.Ю.",,Закрыт
ITHD_2000091,2026-01-02 17:53:47,2026-01-02 18:37:47,2026-01-03 05:27:56,Программное обеспечение,Запрос,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Петрова Светлана Константиновна","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000270,2026-03-30 18:25:09,2026-03-30 18:59:09,2026-03-31 00:02:19,Телефония,Инцидент,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Высокий,"Козлова Елена Анатольевна","Соколова О.П.",,Закрыт
ITHD_2000001,2025-10-18 11:22:01,2025-10-18 11:44:01,,Сервер и СХД,Консультация,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Критичный,"Иванов Алексей Николаевич","Кузнецов А.В.","Федоров Е.М.",Создание заявки
ITHD_2000250,2026-01-03 13:33:10,2026-01-03 13:56:10,2026-01-03 16:36:39,Компьютеры и периферия,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Высокий,"Козлова Елена Анатольевна","Николаев В.К.",,Закрыт
ITHD_2000162,2025-11-09 16:32:55,2025-11-09 16:37:55,2025-11-09 18:40:02,Сетевое оборудование,Консультация,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Сидоров Владимир Григорьевич","Попова Е.С.",,Закрыт
ITHD_2000269,2026-04-20 09:34:23,2026-04-20 10:14:23,2026-04-20 14:07:22,Телефония,Выдача и установка,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Высокий,"Козлова Елена Анатольевна","Попова Е.С.",,Закрыт
ITHD_2000144,2025-12-06 17:04:45,2025-12-06 17:25:45,,Программное обеспечение,Консультация,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Петрова Светлана Константиновна","Кузнецов А.В.","Романов А.И.",Создание заявки
ITHD_2000279,2025-11-25 16:02:31,2025-11-25 16:38:31,,Сервер и СХД,Настройка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Козлова Елена Анатольевна","Волкова М.Д.",,В работе
ITHD_2000004,2026-03-12 11:16:01,2026-03-12 11:30:01,,Доступ и права,Настройка,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Высокий,"Иванов Алексей Николаевич","Кузнецов А.В.",,В работе
ITHD_2000191,2026-04-06 12:21:27,2026-04-06 12:35:27,2026-04-06 17:29:57,Сервер и СХД,Ремонт,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Высокий,"Сидоров Владимир Григорьевич","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000316,2025-11-20 18:24:36,2025-11-20 18:43:36,,Телефония,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Морозов Дмитрий Олегович","Жуков С.Н.",,В работе
